id	Uniprot	Symbol	iBAQ.Mrpl4_1	iBAQ.Mrpl4_2	iBAQ.Mrpl4_3	iBAQ.Kgd4_1	iBAQ.Kgd4_2	iBAQ.Kgd4_3	logFC	t.ord	t.mod	p.ord	p.mod	q.ord	q.mod	df.r	df.0	s2.0	s2	s2.post	categ_Ord	categ_Mod	NegLogPvalMod	NegLogPvalOrd
312	P22353	MRPL8	501120	0	811230	1628100	2503200	1191900	-2.370543152	-2.302030683	-2.874222986	0.082753996	0.024085873	0.024122642	0.007397065	4	2.936089478	0.243430199	1.590613903	1.020342727	Not Significant	Significant	1.618237607	1.082211026
313	P22354	MRPL20	4558500	4099500	5218700	9886300	10362000	9161400	-1.088843915	-9.611132357	-3.947091511	0.000655152	0.005655591	0.00093442	0.002362185	4	2.936089478	0.243430199	0.019251891	0.114147952	Not Significant	Not Significant	2.247521975	3.183657732
314	P23180	AIM17	1500000	1247400	1045700	5187000	7088100	5306100	-2.213198504	-10.5981402	-7.2245645	0.000448627	0.00018151	0.000788276	0.000236911	4	2.936089478	0.243430199	0.065414296	0.140769526	Significant	Significant	3.741099896	3.348114588
316	P23369	MRPL25	5657100	2519000	3186900	15470000	23907000	19611000	-2.439762047	-6.235071125	-6.157475777	0.003370953	0.000481197	0.002432195	0.000358792	4	2.936089478	0.243430199	0.229669528	0.235494505	Significant	Significant	3.317676687	2.472247261
319	P23641	MIR1	6431000	10562000	8271800	29244000	57286000	18075000	-1.91734922	-3.652230533	-4.018652273	0.021728655	0.005165262	0.008084991	0.002247279	4	2.936089478	0.243430199	0.413406533	0.341454502	Significant	Significant	2.286907678	1.662967156
320	P23644	TOM40	820180	562340	496740	492170	664900	591140	0.081360072	0.323451858	0.25086187	0.762557337	0.809189947	0.161323242	0.167236746	4	2.936089478	0.243430199	0.094906204	0.157777328	Not Significant	Not Significant	0.091949521	0.117727496
323	P24720	MNE1	40552	25879	27937	20606	0	33866	-0.136890947	-0.296967539	-0.313032267	0.781273908	0.763458526	0.164157141	0.159437836	4	2.936089478	0.243430199	0.318729862	0.28685505	Not Significant	Not Significant	0.11721455	0.10719668
324	P25038	IFM1	144530	86783	74688	1584100	869360	501790	-3.175609075	-5.681137162	-6.365413177	0.004738441	0.000394171	0.002900246	0.000331434	4	2.936089478	0.243430199	0.468678227	0.373329347	Significant	Significant	3.404315848	2.32436455
326	P25270	MRM1	290080	733030	829990	640460	826550	1061700	-0.557032599	-1.065600802	-1.170994102	0.346652078	0.280253689	0.083374585	0.067015806	4	2.936089478	0.243430199	0.409886304	0.339424407	Not Significant	Not Significant	0.552448662	0.460106192
329	P25348	MRPL32	8563600	4649700	8985600	6126200	6219100	10123000	-0.036097798	-0.093134937	-0.091591159	0.930274739	0.929611927	0.189211036	0.187445504	4	2.936089478	0.243430199	0.225334362	0.232994441	Not Significant	Not Significant	0.031698313	0.031388772
330	P25374	NFS1	563710	18921	0	1331200	1436900	993240	-3.519669845	-2.471052898	-3.162421514	0.068868877	0.016067835	0.020646012	0.005354596	4	2.936089478	0.243430199	3.04320374	1.858042323	Not Significant	Significant	1.794042625	1.161977
335	P25605	ILV6	67853	263250	6060000	1734600	3877400	4194800	-2.675304991	-1.363632689	-1.768504827	0.244382838	0.120692155	0.061100647	0.031506125	4	2.936089478	0.243430199	5.773551594	3.432617082	Not Significant	Not Significant	0.918320958	0.611929296
337	P25626	IMG1	7290300	4866100	6002800	21658000	24638000	19978000	-1.881867289	-9.90221617	-6.289491725	0.000583789	0.000423714	0.000900675	0.00034929	4	2.936089478	0.243430199	0.054175689	0.134288291	Significant	Significant	3.372927502	3.233743739
338	P25642	IMG2	1358600	1503600	2913000	2940000	6842100	6240000	-1.466251364	-2.832299647	-3.103205255	0.047234763	0.017446625	0.014791288	0.005730043	4	2.936089478	0.243430199	0.402003395	0.334878383	Not Significant	Not Significant	1.758288573	1.325738257
339	P25719	CPR3	8219800	7796800	6373700	3123900	3987900	4161900	0.992632243	5.816577832	3.394884053	0.004349177	0.011683882	0.002723839	0.004121091	4	2.936089478	0.243430199	0.043685059	0.128238409	Not Significant	Not Significant	1.932412846	2.361592874
345	P27929	NAM9	661790	828640	901050	1554000	2060100	1124600	-0.955056997	-3.349034286	-2.80903826	0.028594497	0.026431192	0.010161506	0.007961238	4	2.936089478	0.243430199	0.121986186	0.173394186	Not Significant	Not Significant	1.577883244	1.543717534
346	P28239	PPA2	421340	557820	517690	519200	1416900	764760	-0.736363496	-1.678280539	-1.736992053	0.168594684	0.126354235	0.04388673	0.032711588	4	2.936089478	0.243430199	0.28876639	0.269575301	Not Significant	Not Significant	0.898410197	0.773156123
347	P28241	IDH2	20967000	21878000	23896000	47523000	89489000	58452000	-1.501072735	-5.46897192	-4.482476776	0.005437964	0.002923595	0.003026013	0.001398212	4	2.936089478	0.243430199	0.113001275	0.168212644	Significant	Significant	2.534082832	2.26456366
350	P28778	MRP17	660110	771480	0	1070300	2213100	5161200	-2.123816907	-2.693034201	-3.248750074	0.054486297	0.01426249	0.016649936	0.004778383	4	2.936089478	0.243430199	0.932914125	0.641051324	Not Significant	Significant	1.845804662	1.263712708
351	P28817	EHD3	83974	0	0	0	87164	0	0.195199538	0.647828876	0.561031933	0.5524029	0.592429574	0.122604586	0.130232407	4	2.936089478	0.243430199	0.136184671	0.181582365	Not Significant	Not Significant	0.22736327	0.25774405
352	P28834	IDH1	25197000	19145000	27158000	49958000	68983000	48316000	-1.222620247	-5.449202996	-3.910947586	0.00550939	0.00592241	0.003030409	0.002425126	4	2.936089478	0.243430199	0.075510692	0.146592056	Not Significant	Not Significant	2.227501503	2.258896484
358	P30902	ATP7	1652300	3644300	2253500	7006200	8553000	6897000	-1.642915616	-4.739045551	-4.422472671	0.009043556	0.003141293	0.004434505	0.001490945	4	2.936089478	0.243430199	0.18027687	0.207010064	Significant	Significant	2.502891524	2.043660747
359	P31334	MRPL9	684510	1040400	1395100	2367100	3476000	3007800	-1.546202337	-4.560188955	-4.208279418	0.010337358	0.004077058	0.004974173	0.001837635	4	2.936089478	0.243430199	0.172448028	0.202495219	Significant	Significant	2.389653157	1.985590444
360	P32191	GUT2	2929200	4306600	3900800	13474000	26446000	9828100	-2.051056799	-4.52793754	-4.742681503	0.010593985	0.00215431	0.005038524	0.00111545	4	2.936089478	0.243430199	0.307783815	0.280542532	Significant	Significant	2.666691781	1.974940659
361	P32316	ACH1	4449800	5520500	6942900	5231800	6724000	5130300	-0.027197493	-0.121481285	-0.087055825	0.909168078	0.933087026	0.185514606	0.187445504	4	2.936089478	0.243430199	0.075184838	0.146404137	Not Significant	Not Significant	0.030077849	0.041355821
362	P32317	AFG1	0	98631	0	59645	0	0	-1.221724077	-1.565995867	-1.885835677	0.192408848	0.101680246	0.049274668	0.026993039	4	2.936089478	0.243430199	0.912969568	0.629549421	Not Significant	Not Significant	0.99276341	0.715774962
365	P32332	OAC1	589870	1163100	919500	1173100	2589400	439810	-0.360843531	-0.454733704	-0.549112328	0.672886429	0.600151068	0.146266343	0.1312243	4	2.936089478	0.243430199	0.944527961	0.647748952	Not Significant	Not Significant	0.221739417	0.172058231
366	P32335	MSS51	759160	866270	746230	3189800	6963000	3728100	-2.466186247	-7.031112226	-6.599498397	0.002155988	0.000316689	0.001863496	0.000314934	4	2.936089478	0.243430199	0.184541881	0.209469669	Significant	Significant	3.499366684	2.666353569
367	P32340	NDI1	3515400	5146000	3121700	9133300	14781000	6925900	-1.34977918	-3.491963943	-3.429968944	0.025078134	0.01114264	0.009169481	0.003966456	4	2.936089478	0.243430199	0.224118242	0.232293113	Not Significant	Not Significant	1.953011885	1.600704773
368	P32387	MRP20	86068000	110940000	74968000	3703900	5899900	5817500	4.153036304	15.0574814	12.37825162	0.000113365	5.56E-06	0.000478061	3.48E-05	4	2.936089478	0.243430199	0.114108512	0.16885118	Significant	Significant	5.255224927	3.945521294
369	P32388	MRP49	47429	0	0	676930	813420	404940	-2.922517615	-6.021099205	-6.461666114	0.003832889	0.000359988	0.002606988	0.000327615	4	2.936089478	0.243430199	0.353389766	0.306843203	Significant	Significant	3.443712071	2.416473715
370	P32445	RIM1	331300	2528200	1663400	808860	838460	620310	0.575872922	0.63684392	0.783480794	0.558848647	0.459257029	0.123601515	0.102394514	4	2.936089478	0.243430199	1.226531091	0.810378416	Not Significant	Not Significant	0.337944188	0.252705796
374	P32473	PDB1	2717100	4381000	3023000	11138000	15316000	10581000	-1.882827057	-7.042596083	-5.679098155	0.002142834	0.000776198	0.001863496	0.000482724	4	2.936089478	0.243430199	0.10721278	0.164874454	Significant	Significant	3.110027525	2.66901142
375	P32493	AEP1	80825	477080	328980	89186	72784	88358	1.489029838	1.895010513	2.284708249	0.13099075	0.056582413	0.036182683	0.01596819	4	2.936089478	0.243430199	0.9261361	0.637142479	Not Significant	Not Significant	1.247318535	0.88275937
380	P32606	PET127	0	0	17108	77490	140060	105230	-1.304244633	-1.858537865	-2.196126063	0.136631555	0.0644478	0.037414044	0.01786598	4	2.936089478	0.243430199	0.738697362	0.529047715	Not Significant	Not Significant	1.190791904	0.864448989
381	P32611	RML2	314640	273900	352930	2240600	3063900	2239500	-2.993827284	-16.26893239	-10.0792534	8.35E-05	2.16E-05	0.000440321	0.000105766	4	2.936089478	0.243430199	0.050795663	0.132339051	Significant	Significant	4.665465087	4.07814546
383	P32787	MGM101	2230800	3101400	3273800	9608600	9116600	9623600	-1.739317275	-9.948743053	-5.919898209	0.000573295	0.000608077	0.000900675	0.000405283	4	2.936089478	0.243430199	0.045847161	0.12948528	Significant	Significant	3.216041236	3.241621761
384	P32795	YME1	95179	134500	107360	25554	273370	0	-0.049454036	-0.044989958	-0.056523062	0.966271753	0.956518875	0.195276764	0.191459272	4	2.936089478	0.243430199	1.812439723	1.148268309	Not Significant	Not Significant	0.019306456	0.014900716
385	P32796	CAT2	187450	231550	178190	1257700	2454200	971340	-2.866209088	-6.908463077	-6.993615482	0.002302884	0.000221946	0.001867554	0.00025282	4	2.936089478	0.243430199	0.258192793	0.251943696	Significant	Significant	3.653752984	2.637727952
386	P32799	COX13	1167600	1321800	1389500	1051900	1313000	1191700	0.127243427	1.070084201	0.458997252	0.344855896	0.660273344	0.083259153	0.140226129	4	2.936089478	0.243430199	0.021209287	0.11527677	Not Significant	Not Significant	0.180276236	0.462362345
387	P32860	NFU1	189800	250570	0	1945500	1591400	1935400	-3.621747051	-6.209653845	-7.037184577	0.003422101	0.000213598	0.002432195	0.000247817	4	2.936089478	0.243430199	0.510261389	0.3973101	Significant	Significant	3.670403002	2.465707182
388	P32874	HFA1	8037500	11965000	10642000	20368000	30785000	23951000	-1.291736447	-5.315577636	-4.029738727	0.006023494	0.00509355	0.003201822	0.002231576	4	2.936089478	0.243430199	0.088580506	0.154129336	Not Significant	Not Significant	2.29297943	2.220151516
389	P32891	DLD1	533590	298280	675460	1306700	2112400	1061500	-1.589476815	-3.474994428	-3.652743674	0.025467619	0.008279434	0.009258374	0.003174041	4	2.936089478	0.243430199	0.313827812	0.284028068	Significant	Significant	2.081999327	1.594011656
390	P32898	CYM1	18300	59868	80560	544170	986070	543590	-3.896786094	-5.464628627	-6.477157149	0.005453559	0.000354804	0.003026013	0.000327615	4	2.936089478	0.243430199	0.762751529	0.542919605	Significant	Significant	3.450011455	2.26331998
391	P32902	MRP4	257440	303720	233220	1157900	1297600	1016600	-2.129407717	-14.13281274	-7.445800322	0.000145505	0.000150411	0.00051133	0.000219149	4	2.936089478	0.243430199	0.034052711	0.122683494	Significant	Significant	3.822720147	3.837121452
392	P32904	MRPL6	823460	431260	1539100	2155100	5358400	3560600	-2.077730068	-3.186471764	-3.708533473	0.033328358	0.007694762	0.011395616	0.002975825	4	2.936089478	0.243430199	0.637748373	0.470831057	Significant	Significant	2.113804787	1.477186081
395	P33303	SFC1	3557400	5143800	5029000	14940000	22014000	9408800	-1.690513025	-4.289895065	-4.249561781	0.012747214	0.003875165	0.005738624	0.001772135	4	2.936089478	0.243430199	0.232935115	0.237377749	Significant	Significant	2.411709759	1.894584732
397	P33416	HSP78	168850	125250	117120	520190	512390	417780	-1.830161391	-9.551563695	-6.104960606	0.000671067	0.000506457	0.00093442	0.000359771	4	2.936089478	0.243430199	0.055070762	0.134804474	Significant	Significant	3.295457536	3.173233865
398	P33421	SDH3	0	644610	802500	1029100	1836400	800370	-1.456823158	-1.68641691	-2.062210407	0.166993119	0.078479056	0.043649456	0.021377314	4	2.936089478	0.243430199	1.119373538	0.748581317	Not Significant	Not Significant	1.105246232	0.777301424
399	P33759	MRPS5	166790	503240	498000	2548300	4658500	2451600	-3.147827794	-5.179927526	-5.931198178	0.00660665	0.000601255	0.003397597	0.000405045	4	2.936089478	0.243430199	0.55394395	0.422501563	Significant	Significant	3.220940953	2.180018706
401	P34227	PRX1	1730500	2527500	1726800	14763000	16426000	14151000	-2.942551462	-15.20122821	-9.791868817	0.000109197	2.61E-05	0.000478061	0.000113809	4	2.936089478	0.243430199	0.056205917	0.135459111	Significant	Significant	4.583417652	3.961790258
404	P35180	TOM20	162680	73906	51230	172970	0	527440	-1.232683909	-1.368241598	-1.682493626	0.24305546	0.136747714	0.061009921	0.035112152	4	2.936089478	0.243430199	1.217500458	0.805170506	Not Significant	Not Significant	0.864079923	0.614294618
405	P35191	MDJ1	161690	259890	190160	1488100	4247900	2445400	-3.63924355	-7.565661953	-8.0945421	0.001636068	8.89E-05	0.001592148	0.000165245	4	2.936089478	0.243430199	0.347072046	0.303199813	Significant	Significant	4.051231077	2.786198709
406	P35996	MRPL38	377260	230430	273990	1909200	3613800	4446300	-3.443621182	-8.160194749	-8.317875075	0.001227647	7.47E-05	0.001338878	0.000165245	4	2.936089478	0.243430199	0.267128947	0.257097121	Significant	Significant	4.126401716	2.910926655
408	P36013	MAE1	0	17087	0	1800100	441630	833710	-4.015144999	-3.926122046	-4.898559123	0.017158942	0.00180259	0.006844489	0.000973568	4	2.936089478	0.243430199	1.568794777	1.007759772	Significant	Significant	2.744102974	1.765509504
410	P36056	RSM22	361950	51439	239710	240090	1639200	660050	-1.954351867	-1.667077551	-2.105877597	0.170826295	0.073596614	0.044285395	0.020134903	4	2.936089478	0.243430199	2.061508685	1.291904843	Not Significant	Not Significant	1.133142168	0.767445278
411	P36060	MCR1	7077400	6044000	2729300	6796800	14451000	8496200	-0.945838907	-1.771324417	-1.958935087	0.151205861	0.091342806	0.040019011	0.024456015	4	2.936089478	0.243430199	0.42769029	0.349691856	Not Significant	Not Significant	1.039325652	0.820431376
414	P36141	FMP46	3778900	6587700	6099300	16803000	18718000	14059000	-1.621346172	-5.827798534	-4.816117384	0.00431872	0.001979939	0.002723839	0.001042394	4	2.936089478	0.243430199	0.116100396	0.169999887	Significant	Significant	2.703348152	2.364644969
416	P36151	YKR070W	0	159290	188000	0	2413900	820880	-2.431671366	-1.847190278	-2.352897799	0.138439531	0.051197046	0.037745724	0.014579728	4	2.936089478	0.243430199	2.599427759	1.602119453	Not Significant	Not Significant	1.290755099	0.858739882
417	P36516	MRPL3	4757400	5800900	7595000	5722400	7984200	5441400	-0.082082015	-0.313919972	-0.249623337	0.769271867	0.810109885	0.162201258	0.167236746	4	2.936089478	0.243430199	0.102553241	0.162187326	Not Significant	Not Significant	0.091456068	0.11392015
418	P36519	MRPL7	1253400	1578300	3000300	5993400	8547100	4411900	-1.75029488	-3.749256656	-3.969951022	0.019959951	0.005493639	0.007560293	0.002309942	4	2.936089478	0.243430199	0.326906353	0.291570382	Significant	Significant	2.2601399	1.69984054
419	P36520	MRPL10	547830	360770	466670	554590	1706600	1470300	-1.305100975	-2.42605304	-2.688855828	0.072288508	0.031406904	0.021367372	0.009325452	4	2.936089478	0.243430199	0.434089123	0.353382024	Not Significant	Not Significant	1.502974868	1.140930737
420	P36521	MRPL11	86068	322350	269850	1060700	1235400	943600	-2.455897332	-4.043244126	-4.629117477	0.015562249	0.002458431	0.006476118	0.00124212	4	2.936089478	0.243430199	0.553416043	0.422197123	Significant	Significant	2.609342001	1.80792765
421	P36523	MRPL15	1460200	708940	929670	1347000	1279400	1237200	-0.38253465	-1.249618428	-1.091891157	0.279565161	0.31134983	0.068809048	0.072784857	4	2.936089478	0.243430199	0.140565252	0.184108619	Not Significant	Not Significant	0.506751367	0.55351695
422	P36525	MRPL24	2269000	2782600	2310800	8094100	9507200	11765000	-1.985146018	-10.88475621	-6.696532995	0.000404414	0.00028972	0.000744093	0.00030252	4	2.936089478	0.243430199	0.049892901	0.131818434	Significant	Significant	3.538021761	3.393174194
423	P36526	MRPL27	1015900	927220	1687500	3350000	4344400	3968800	-1.727797137	-5.951342816	-5.04470654	0.004000074	0.001529918	0.002685225	0.000848236	4	2.936089478	0.243430199	0.126429035	0.17595635	Significant	Significant	2.815331814	2.397931987
424	P36527	MRPL28	1477400	1407800	1989500	7771800	11054000	11369000	-2.627623357	-11.15211923	-8.279840759	0.000367954	7.70E-05	0.000744093	0.000165245	4	2.936089478	0.243430199	0.083272706	0.151068361	Significant	Significant	4.113720115	3.434206718
425	P36528	MRPL17	1399200	663150	1184800	803620	1910100	873900	-0.095706924	-0.18598952	-0.203400473	0.861504092	0.844660441	0.177420156	0.172373689	4	2.936089478	0.243430199	0.397192488	0.332103962	Not Significant	Not Significant	0.073317845	0.064742656
426	P36531	MRPL36	3351600	6514800	3101700	4119400	15453000	16370000	-1.314533885	-1.792032766	-2.135244795	0.147600843	0.070484847	0.039561474	0.019368149	4	2.936089478	0.243430199	0.807128974	0.568511804	Not Significant	Not Significant	1.151904237	0.830911161
427	P36533	MRPL39	4838300	7566100	5034500	18994000	34635000	18358000	-2.011356345	-5.558273224	-5.296458927	0.005129091	0.001161336	0.002976525	0.000673692	4	2.936089478	0.243430199	0.196421723	0.216320701	Significant	Significant	2.935042164	2.289959626
428	P36534	MRPL40	10131000	13385000	14082000	4917400	5821700	6571900	1.114461172	5.831135108	3.719784594	0.004309714	0.007582378	0.002723839	0.002969017	4	2.936089478	0.243430199	0.05479172	0.134643552	Not Significant	Not Significant	2.12019459	2.3655516
430	P37292	SHM1	1414200	1709400	1355500	3143100	4698800	2415200	-1.148107297	-3.858849883	-3.31780164	0.018165038	0.012975073	0.007049273	0.004417934	4	2.936089478	0.243430199	0.132782379	0.179620284	Not Significant	Not Significant	1.886890182	1.740763685
431	P37293	NAT2	1453000	1514200	1070600	37533	0	276720	4.078817589	4.409397506	5.440063547	0.011606049	0.000996143	0.005438088	0.000594373	4	2.936089478	0.243430199	1.283516103	0.843241321	Significant	Significant	3.001678462	1.935315586
432	P37298	SDH4	892320	2330900	1470800	2443100	5160200	2046300	-1.025345431	-1.792510227	-2.021026145	0.147518813	0.083378609	0.039561474	0.022516136	4	2.936089478	0.243430199	0.490804319	0.386089328	Not Significant	Not Significant	1.078945355	0.83115259
433	P37299	QCR10	330750	454660	281160	2629600	2697400	2937700	-2.981654532	-14.2459958	-9.727186325	0.000141009	2.72E-05	0.00051133	0.000113809	4	2.936089478	0.243430199	0.065708307	0.140939081	Significant	Significant	4.564658419	3.850753149
435	P38064	MRPL16	550360	519480	423100	2073700	1863700	1432900	-1.838885516	-9.389155938	-6.101956439	0.000716961	0.000507946	0.000964925	0.000359771	4	2.936089478	0.243430199	0.057537043	0.136226763	Significant	Significant	3.294182285	3.144504187
436	P38071	ETR1	4620200	2834000	4109900	21250000	32685000	34515000	-2.933066984	-9.558233978	-8.363097953	0.000669262	7.22E-05	0.00093442	0.000165245	4	2.936089478	0.243430199	0.141247219	0.184501905	Significant	Significant	4.141416977	3.174404095
437	P38077	ATP3	7579900	7041000	7815100	14209000	22447000	16249000	-1.211746465	-6.034005768	-3.996004543	0.003802904	0.005315216	0.002606988	0.002269082	4	2.936089478	0.243430199	0.060492752	0.137931302	Not Significant	Not Significant	2.27447909	2.419884688
442	P38120	MRPS9	1732100	3160300	3924600	4325500	3540200	5049200	-0.615874413	-1.608620685	-1.573335513	0.182981856	0.160032464	0.047050966	0.039786409	4	2.936089478	0.243430199	0.219871168	0.229843851	Not Significant	Not Significant	0.795791909	0.737591972
443	P38127	RIM2	202740	272420	244090	310290	542490	175560	-0.377433783	-0.776537137	-0.833741323	0.480792074	0.432197825	0.108616272	0.097052241	4	2.936089478	0.243430199	0.354362975	0.307404446	Not Significant	Not Significant	0.364317423	0.3180427
447	P38175	MRP21	6031800	7523900	6536500	4478400	5051000	6353400	0.348502109	1.992691632	1.186067043	0.117089925	0.274630404	0.032627913	0.065922748	4	2.936089478	0.243430199	0.045879839	0.129504125	Not Significant	Not Significant	0.561251384	0.931480473
451	P38300	MBA1	135250	620420	378690	0	95158	0	2.061652968	2.856364846	3.393323814	0.046098365	0.0117086	0.014579786	0.004121091	4	2.936089478	0.243430199	0.781438902	0.553696498	Significant	Significant	1.931495029	1.33631448
452	P38323	MCX1	225970	496060	462510	0	0	85838	1.686755299	2.914956464	3.296617974	0.04346207	0.013356222	0.014026521	0.00452313	4	2.936089478	0.243430199	0.502263108	0.39269754	Significant	Significant	1.87431638	1.361889589
459	P38744	YHL018W	137090	211720	173510	2241200	892490	3878300	-3.529696096	-5.477694717	-6.358499935	0.005406809	0.000396763	0.003026013	0.000331434	4	2.936089478	0.243430199	0.622831027	0.462228315	Significant	Significant	3.401469217	2.267058989
460	P38746	YLF2	633170	0	652040	43967	0	86475	1.657014457	1.288994145	1.63932019	0.266893385	0.145549577	0.066205375	0.036621725	4	2.936089478	0.243430199	2.478802724	1.53255574	Not Significant	Not Significant	0.836989051	0.57366219
461	P38771	RRF1	1672800	1326000	1957300	2670700	1346800	4301300	-0.611105223	-1.191625358	-1.301797263	0.299276794	0.234549971	0.07253175	0.057178065	4	2.936089478	0.243430199	0.394497066	0.330549529	Not Significant	Not Significant	0.629764616	0.523926958
462	P38783	FYV4	3518500	1652900	4594200	6433400	9161400	7397500	-1.342804548	-2.882197098	-3.049673393	0.044913744	0.01880193	0.014348605	0.006017664	4	2.936089478	0.243430199	0.325588842	0.290810581	Not Significant	Not Significant	1.725797575	1.347620745
463	P38797	PTC7	0	75139	56001	190030	711050	908740	-2.930053417	-4.116993561	-4.878005398	0.014648306	0.001845095	0.006223954	0.000988007	4	2.936089478	0.243430199	0.759769682	0.541199992	Significant	Significant	2.733981372	1.834212586
464	P38825	TOM71	0	3707.8	0	48022	81038	203080	-1.939340769	-1.276871048	-1.639611795	0.2707348	0.145488381	0.066895937	0.036621725	4	2.936089478	0.243430199	3.46023372	2.098540939	Not Significant	Not Significant	0.83717169	0.567455917
465	P38891	BAT1	2406900	3451500	2804300	13273000	12510000	8282900	-1.961176019	-7.493986243	-5.962344513	0.001696003	0.000582892	0.001625468	0.000396942	4	2.936089478	0.243430199	0.102730316	0.162289445	Significant	Significant	3.234411833	2.770573275
466	P38910	HSP10	5503500	7354000	6391100	4044700	5298200	3985100	0.532930637	2.960288937	1.802794742	0.041542518	0.114807352	0.013830403	0.030221773	4	2.936089478	0.243430199	0.048614344	0.131081098	Not Significant	Not Significant	0.9400303	1.381507185
467	P38988	GGC1	4498400	4353700	5957900	14788000	13382000	12187000	-1.456463384	-8.843272179	-5.015138258	0.000902724	0.001581157	0.001145787	0.000861399	4	2.936089478	0.243430199	0.04068782	0.12650992	Not Significant	Not Significant	2.801025107	3.044445204
474	P39522	ILV3	2600300	2486400	2439400	11070000	18146000	13302000	-2.468157139	-11.76113589	-8.046193788	0.000299025	9.23E-05	0.000714647	0.000165245	4	2.936089478	0.243430199	0.066059964	0.141141879	Significant	Significant	4.034730537	3.524292381
475	P39533	ACO2	109710	58121	61291	356100	457240	430930	-2.496037993	-7.971984614	-7.053328596	0.001341677	0.000210595	0.001414465	0.000247817	4	2.936089478	0.243430199	0.147048547	0.187847495	Significant	Significant	3.676551969	2.872352175
476	P39676	YHB1	3028900	5255600	4788000	14030000	18904000	13605000	-1.855018402	-6.428438809	-5.429744521	0.003011097	0.001007096	0.002267468	0.00059524	4	2.936089478	0.243430199	0.124904094	0.175076926	Significant	Significant	2.996929319	2.521275231
478	P39726	GCV3	3116700	7577700	6969100	18590000	19313000	12233000	-1.579303305	-3.434164024	-3.616877123	0.026434594	0.008680685	0.009554989	0.003283074	4	2.936089478	0.243430199	0.317234403	0.285992628	Significant	Significant	2.061446021	1.577827363
479	P39925	AFG3	0	41960	0	43626	85546	49791	-0.209123071	-0.571788137	-0.547606092	0.598063533	0.601130776	0.131356164	0.1312243	4	2.936089478	0.243430199	0.200643397	0.218755314	Not Significant	Not Significant	0.221031037	0.223252678
482	P39952	OXA1	8257000	11339000	9672700	5853400	9080700	8090600	0.358144262	1.549789585	1.135424855	0.19612313	0.293904007	0.050023348	0.069484323	4	2.936089478	0.243430199	0.080105397	0.149241793	Not Significant	Not Significant	0.531794493	0.707471184
485	P40008	FMP52	0	35145	153770	430530	652430	244240	-2.339075257	-3.109825621	-3.721947124	0.035877949	0.007560982	0.012071615	0.002969017	4	2.936089478	0.243430199	0.848608885	0.592433012	Significant	Significant	2.121421807	1.445172393
487	P40035	PIC2	166350	529810	160010	1838800	2125200	638840	-2.489271672	-3.16183028	-3.813235529	0.034124068	0.006715063	0.011604955	0.002679647	4	2.936089478	0.243430199	0.929734066	0.639217404	Significant	Significant	2.17294992	1.466939204
488	P40053	AIM9	1248000	1327400	1421300	5636300	7014800	6003100	-2.218475286	-20.47913608	-8.075754395	3.36E-05	9.02E-05	0.000353979	0.000165245	4	2.936089478	0.243430199	0.017602615	0.113196825	Significant	Significant	4.044828867	4.47396743
489	P40086	COX15	8568900	13133000	10926000	2697700	2344400	1383600	2.378184154	6.928702891	6.433682345	0.002277811	0.00036957	0.001867554	0.000327615	4	2.936089478	0.243430199	0.176717005	0.204957112	Significant	Significant	3.432303801	2.64248224
493	P40185	MMF1	4793500	7998600	6880400	2320400	1311000	2280600	1.749621579	5.025413779	4.699633556	0.007357222	0.002264395	0.003726459	0.001162839	4	2.936089478	0.243430199	0.181817574	0.207898579	Significant	Significant	2.645047776	2.133286133
495	P40215	NDE1	6105500	7707900	7928000	1828200	2525100	916080	2.154364779	4.812410856	5.018700628	0.008570244	0.001574884	0.004235248	0.000861399	4	2.936089478	0.243430199	0.300610637	0.276405805	Significant	Significant	2.802751556	2.067006816
496	P40341	YTA12	184430	158770	158540	92716	162940	94736	0.565880953	2.051847658	1.686676068	0.109460437	0.13592222	0.031049023	0.035043815	4	2.936089478	0.243430199	0.114090947	0.16884105	Not Significant	Not Significant	0.866709542	0.960742823
498	P40364	MPM1	0	139760	0	528410	1342800	440170	-2.959186228	-4.328891357	-5.088576198	0.012360497	0.001457264	0.005624925	0.000822512	4	2.936089478	0.243430199	0.700942641	0.507274801	Significant	Significant	2.836461763	1.907964062
500	P40452	COA1	2146100	3358800	2942900	147820	0	0	5.304607176	7.989620025	9.334945529	0.00133045	3.56E-05	0.001414465	0.000131213	4	2.936089478	0.243430199	0.661219214	0.484366546	Significant	Significant	4.448500475	2.876001363
501	P40471	AYR1	0	115450	134300	219740	435030	45652	-0.390127368	-0.404305165	-0.501295837	0.706672996	0.631678115	0.151015807	0.135997222	4	2.936089478	0.243430199	1.396643346	0.908481104	Not Significant	Not Significant	0.199504169	0.150781504
502	P40495	LYS12	1306400	2582200	2184700	8601900	11551000	9031700	-2.309322049	-7.133159571	-6.426182739	0.002042493	0.000372186	0.001860214	0.000327615	4	2.936089478	0.243430199	0.15721587	0.193710928	Significant	Significant	3.429240095	2.689839446
507	P40530	PKP1	18215	28613	0	343370	895700	248150	-3.796588564	-5.264768789	-6.25343633	0.006234255	0.000438609	0.003249362	0.000356873	4	2.936089478	0.243430199	0.780045118	0.552892711	Significant	Significant	3.357922907	2.205215429
